SpriteSheet	SpriteName	English Naomi ver	EN Community Translation Ver	Zh-Hans	Zh-Hant	de	es	fr	hu	ja	ko	ru	pt-br	uk	it	th	tr	sv	sk
CoffeeBean_11	(NeckwearB3_Outline)	Outfit Neckwear B 3 Outline	Outfit Neckwear B Outline 3	服装 颈部装饰 B 轮廓 3	服裝 頸部裝飾 B 輪廓 3														
CoffeeBean_9	(LightBulb)	Idea Emote Lightbulb	Sticker Light Bulb	表情贴纸 灯泡	表情貼紙 燈泡														
CoffeeBean_11	(Mecha3_Color)	Mecha 3 Colour	Mecha 3	机械 3	機械 3														
CoffeeBean_11	(Mecha6_Outline)	Mecha 6 Outline	Mecha Outline 6	机械 轮廓 6	機械 輪廓 6														
CoffeeBean_11	(Ahoge_A1_Color)	Hair Ahoge 1 Colour	Hair Ahoge 1	头发呆毛1	頭髮呆毛 1														
CoffeeBean_12	(WingA1_Outline)	Wing 1 Outline	Wing Outline 1	翅膀 轮廓 1	翅膀 輪廓 1														
CoffeeBean_12	(RedPacketCoin1)	Red Packet 1 Emote Coin 1	RedPacket 5	红包 5	紅包 5														
CoffeeBean_12	(SweatBlue)	Sweat Emote Drip	Sticker Sweat Large	表情贴纸 汗（大）	表情貼紙 汗 大														
CoffeeBean_12	(HornF1_Color)	Horn Front 1 Colour	Horn Front 1	角 前 1	角 前 1														
CoffeeBean_12	(Sparkle)	Caught in 4K + Sunglasses Emote Gleam	Gleam	光晕	光暈														
CoffeeBean_12	(Ahoge_A2_Outline)	Hair Ahoge 2 Outline	Hair Ahoge Outline 	头发呆毛轮廓 	頭髮呆毛輪廓 														
CoffeeBean_12	(FaceFeatureC2)	Face Feature C 2	Face Feature C 2	脸部特征 C 2	臉部特徵 C 2														
CoffeeBean_5	(Glove1_Outline)	Glove Outline	Glove Outline	手套 轮廓	手套 輪廓														
CoffeeBean_5	(PalmGlove1_Color)	Spray Emote Glove Colour	Hand 2 .3	手 2 .3	手 2 .3														
CoffeeBean_5	(PalmGlove1_Outline)	Spray Emote Glove Outline	Hand 2 .4	手 2 .4	手 2 .4														
CoffeeBean_12	(FacialHair_B2_Outline)	Facial Hair B 2	Facial Hair B 2	胡子 B 2	鬍子 B 2														
CoffeeBean_12	(Mecha6_Color)	Mecha 6 Colour	Mecha 6	机械 6	機械 6														
CoffeeBean_12	(CapeFront1_Color)	Cape Front 1 Colour	Cape Front 1	披风 前 1	披風 前 1														
CoffeeBean_12	(HairBang_MiddleBack_Outline)	Hair Bang Mid Back Outline																	
CoffeeBean_4	(HairClip4_Color)	Hair Clip 4 Colour	Hair Clip 4	发夹 4	髮夾 4														
CoffeeBean_3	(NeckwearB1_Color)	Outfit Neckwear B 2 Back Colour	Outfit Neckwear B 2	服装 颈部装饰 B 2	服裝 頸部裝飾 B 2														
CoffeeBean_12	(Cheek1)	Cheek 1	Cheek 1	脸颊 1	臉頰 1														
CoffeeBean_12	(Lubricant)	Spray Emote Can	Lubricant	润滑剂	潤滑劑														
CoffeeBean_12	(Ahoge_A4_Outline)	Hair Ahoge 4 Outline	Hair Ahoge Outline 4	头发呆毛轮廓 4	頭髮呆毛輪廓 4														
CoffeeBean_12	(Angry3)	Angry Emote Angry Line 3	Sticker Angry 3	表情贴纸 生气 3	表情貼紙 生氣 3														
CoffeeBean_12	(Microphone)	Sing Emote Microphone	Microphone	麦克风	麥克風														
CoffeeBean_11	(NeckwearB4_Outline)	Outfit Neckwear B 4 Outline	Outfit Neckwear B Outline 4	服装 颈部装饰 B 轮廓 4	服裝 頸部裝飾 B 輪廓 4														
CoffeeBean_6	(WingE1_Middle_Outline)	Wing 8 Middle Outline	Wing Outline 8 .2	翅膀 轮廓 8 .2	翅膀 輪廓 8 .2														
CoffeeBean_5	(FacialHair_B2_Color)	Facial Hair B 2 Colour	Facial Hair B 2	胡子 B 2	鬍子 B 2														
CoffeeBean_3	(Collar4_Outline)	Outfit Collar Inner 4 Outline	Outfit Collar Outline 4	服装 领子 轮廓 4	服裝 領子 輪廓 4														
CoffeeBean_8	(TailF3_Outline)	Tail 17 Outline	Tail Outline 17	尾巴 轮廓 17	尾巴 輪廓 17														
CoffeeBean_9	(Donut4)	Eat Donut Emote Donut 4	Donut 4	甜甜圈 4	甜甜圈 4														
CoffeeBean_11	(Laugh3)	Laugh Line 3	Sticker Laugh 3	表情贴纸 笑 3	表情貼紙 笑 3														
CoffeeBean_4	(Tear1)	Cry 1 Emote Sobbing Lines	Eye Tear 1	眼睛 眼泪 1	眼睛 眼淚 1														
CoffeeBean_10	(NeckwearA6_Outline)	Outfit Neckwear A 6 Outline	Outfit Neckwear A Outline 6	服装 颈部装饰 A 轮廓 6	服裝 頸部裝飾 A 輪廓 6														
CoffeeBean_5	(Confetti1)	Celebration Emote Swirl Big	Confetti 4	彩纸 4	彩色紙屑 4														
CoffeeBean_8	(Eye_Dum_Pupil)	Eye Dum Pupil	Eye(Dum) Pupil	 呆眼 瞳孔	呆眼 瞳孔														
CoffeeBean_10	(NeckwearB2_Outline)	Outfit Neckwear B 1 + 2 Bow Outline	Outfit Neckwear B Outline 1 + 2	服装 颈部装饰 B 轮廓 1 + 2	服裝 頸部裝飾 B 輪廓 1 + 2														
CoffeeBean_6	(FrameHair_B4_Color)	Hair Framing 29 Colour	Hair Framing 29	头发 脸颊 29	頭髮 臉頰 29														
CoffeeBean_6	(FrameHair_B4_Gradient)	Hair Framing 30 Colour	Hair Framing 30	头发 脸颊 30	頭髮 臉頰 30														
CoffeeBean_6	(NeckwearB6_Outline)	Outfit Neckwear B 6 Outline	Outfit Neckwear B Outline 6	服装 颈部装饰 B 轮廓 6	服裝 頸部裝飾 B 輪廓 6														
CoffeeBean_8	(Eye_Popcat_Dark)	Eye Popcat Dark																	
CoffeeBean_8	(HairClip2_Outline)	Hair Clip 2 Outline	Hair Clip Outline 2	发夹 轮廓 2	髮夾 輪廓 2														
CoffeeBean_9	(FrameHair_B2_Gradient)	Hair Framing 26 Colour	Hair Framing 26	头发 脸颊 26	頭髮 臉頰 26														
CoffeeBean_5	(Hand_Outline)	Hand Outline	Hand 1 .15	手 1 .15	手 1 .15														
CoffeeBean_5	(Glove1_Color)	Glove Colour	Glove	手套	手套														
CoffeeBean_12	(NeckwearA1_Outline)	Outfit Neckwear A 1 Outline	Outfit Neckwear A Outline 1	服装 颈部装饰 A 轮廓 1	服裝 頸部裝飾 A 輪廓 1														
CoffeeBean_6	(WingE1_Lower_Outline)	Wing 8 Lower Outline	Wing Outline 8 .3	翅膀 轮廓 8 .3	翅膀 輪廓 8 .3														
CoffeeBean_12	(Mouse)	Work Emote Mouse	Mouse	鼠标	滑鼠														
CoffeeBean_11	(Collar5_Color)	Outfit Collar Inner 5 Colour	Outfit Collar Inner 5	服装 领子 里侧 5	服裝 領子 內側 5														
CoffeeBean_11	(Tie1_Outline)	Outfit Neckwear C 1 Outline	Outfit Neckwear C Outline 1	服装 颈部装饰 C 轮廓 1	服裝 頸部裝飾 C 輪廓 1														
CoffeeBean_10	(Eyebag)	Tired Emote + Sleep Prep 2 Emote Eyebag	Eyebag	眼袋	眼袋														
CoffeeBean_7	(WingG1_Outter_Outline)	Wing 10 Outer Outline	Wing Outline 10 .1	翅膀 轮廓 10 .1	翅膀 輪廓 10 .1														
CoffeeBean_12	(Laugh1)	Laugh Line 1	Sticker Laugh 1	表情贴纸 笑 1	表情貼紙 笑 1														
CoffeeBean_11	(Popcorn)	Eat Popcorn Emote Popcorn	Eat (Popcorn) 2	吃(爆米花) 2	喫(爆米花) 2														
CoffeeBean_12	(NeckwearA5_Outline)	Outfit Neckwear A 5 Outline	Outfit Neckwear A Outline 5	服装 颈部装饰 A 轮廓 5	服裝 頸部裝飾 A 輪廓 5														
CoffeeBean_12	(BeverageLiquid)	Drink Beverage Cup Emote Liquid	Beverage Liquid	饮料杯 液体	飲料杯 液體														
CoffeeBean_10	(Eye3_HighlightCry)	Cry Emote Eye 3 Highlight																	
CoffeeBean_10	(Eye3_Sparkling)	Sparkling Emote Eye 3	Eye Sparkling 3	眼睛 星星 3	眼睛 星星 3														
CoffeeBean_5	(Confetti2)	Celebration Emote Swirl	Confetti 5	彩纸 5	彩色紙屑 5														
CoffeeBean_5	(Eye3_Spiral)	Dizzy Emote Eye 3 Spiral	Eye Spiral 3	眼睛 圈圈 3	眼睛 圈圈 3														
CoffeeBean_8	(FacialHair_B1_Color)	Facial Hair B 1 Colour	Facial Hair B 1	胡子 B 1	鬍子 B 1														
CoffeeBean_12	(PhoneScreenPattern2)	Hypnosis Emote Circle	Phone Screen 2	手机 屏幕 2	手機 螢幕 2														
CoffeeBean_2	(VolumeOn)	Mute 2 Emote Volume	Sticker Volume 3	表情贴纸 音量 3	表情貼紙 音量 3														
CoffeeBean_12	(FacialHair_B4_Outline)	Facial Hair B 4 Outline	Facial Hair B Outline 4	胡子 B 轮廓 4	鬍子 B 輪廓 4														
CoffeeBean_12	(Collar5_Outline)	Outfit Collar Inner 5 Outline	Outfit Collar Outline 5	服装 领子 轮廓 5	服裝 領子 輪廓 5														
CoffeeBean_13	(WingEL_Lower_WeightTransfer)	Custom Wing 15 Lower Left	Wing >> 15 .3	翅膀 >> 15 .3	翅膀 >> 15 .3														
CoffeeBean_13	(NeckwearB1_WeightTransfer)	Custom Neckwear B 8	Outfit Neckwear B 8	服装 颈部装饰 B 8	服裝 頸部裝飾 B 8														
CoffeeBean_13	(FloatingL_WeightTransfer)	Custom Mecha 7 Left	Mecha >> 7	机械 >> 7	機械 >> 7														
CoffeeBean_13	(HairBang_SideL_WeightTransfer)	Custom Hair Bang 13 Left	Hair Bang >> 13	头发 刘海 >> 13	頭髮 瀏海 >> 13														
CoffeeBean_13	(FloatingR_WeightTransfer)	Custom Mecha 7 Right	Mecha << 7	机械 << 7	機械 << 7														
CoffeeBean_13	(Glasses_WeightTransfer)	Custom Glasses 4	Glasses 4	眼镜 4	眼鏡 4														
CoffeeBean_13	(AhogeA_WeightTransfer)	Custom Ahoge 7	Hair Ahoge 7	头发呆毛7	頭髮呆毛 7														
CoffeeBean_13	(BackHair_WeightTransfer)	Custom Hair Rear 7	Hair Rear 7	头发 后侧 7	頭髮 後側 7														
CoffeeBean_13	(AnimalEarBL_WeightTransfer)	Custom Animal Ear 11 Left	Animal Ear >> 11	兽耳 >> 11	獸耳 >> 11														
CoffeeBean_13	(EyepatchA_WeightTransfer)	Custom Eyepatch 7	Eyepatch 7	眼罩 7	眼罩 7														
CoffeeBean_13	(TailD_WeightTransfer)	Custom Tail 22	Tail 22	尾巴 22	尾巴 22														
CoffeeBean_13	(HairBang_Middle_WeightTransfer)	Custom Hair Bang Mid 15	Hair Bang >< 15	头发 刘海 >< 15	頭髮 瀏海 >< 15														
CoffeeBean_13	(Face_WeightTransfer)	Custom Face Feature C 3	Face Feature C 3	脸部特征 C 3	臉部特徵 C 3														
CoffeeBean_13	(NeckwearB2_WeightTransfer)	Custom Neckwear B 9	Outfit Neckwear B 9	服装 颈部装饰 B 9	服裝 頸部裝飾 B 9														
CoffeeBean_13	(EarringBR_WeightTransfer)	Custom Earring 12 Right	Earring << 12	耳环 << 12	耳環 << 12														
CoffeeBean_13	(EarringBL_WeightTransfer)	Custom Earring 12 Left	Earring >> 12	耳环 >> 12	耳環 >> 12														
CoffeeBean_13	(NeckwearC_WeightTransfer)	Custom Neckwear C 4	Outfit Neckwear C 4	服装 颈部装饰 C 4	服裝 頸部裝飾 C 4														
CoffeeBean_13	(HatC_WeightTransfer)	Custom Hat 11	Hat 11	帽子 11	帽子 11														
CoffeeBean_13	(TailFSoft_WeightTransfer)	Custom Tail 25	Tail 25	尾巴 25	尾巴 25														
CoffeeBean_13	(TailFHard_WeightTransfer)	Custom Tail 24	Tail 24	尾巴 24	尾巴 24														
CoffeeBean_13	(EarringAR_WeightTransfer)	Custom Earring 11 Right	Earring << 11	耳环 << 11	耳環 << 11														
CoffeeBean_13	(EarringAL_WeightTransfer)	Custom Earring 11 Left	Earring >> 11	耳环 >> 11	耳環 >> 11														
CoffeeBean_13	(HatA_WeightTransfer)	Custom Hat 9	Hat 9	帽子 9	帽子 9														
CoffeeBean_13	(LegR_WeightTransfer)	Custom Leg 2 Right	Leg << 2	腿 << 2	腿 << 2														
CoffeeBean_13	(LegL_WeightTransfer)	Custom Leg 2 Left	Leg >> 2	腿 >> 2	腿 >> 2														
CoffeeBean_13	(HatD_WeightTransfer)	Custom Hat 12	Hat 12	帽子 12	帽子 12														
CoffeeBean_13	(FrameHair_WeightTransfer)	Custom Hair Framing 1	Hair Framing >< 	头发 脸颊 >< 	頭髮 臉頰 >< 														
CoffeeBean_13	(TailE_WeightTransfer)	Custom Tail 23	Tail 23	尾巴 23	尾巴 23														
CoffeeBean_13	(TailA_WeightTransfer)	Custom Tail 19	Tail 19	尾巴 19	尾巴 19														
CoffeeBean_13	(SideHairB_WeightTransfer)	Custom Hair Side 34	Hair Side 34	头发 侧面 34	頭髮 側面 34														
CoffeeBean_13	(SideHairA_WeightTransfer)	Custom Hair Side 33	Hair Side 33	头发 侧面 33	頭髮 側面 33														
CoffeeBean_13	(PonytailA_WeightTransfer)	Custom Ponytail 15	Hair Ponytail 15	头发 单马尾 15	頭髮馬尾辮 15														
CoffeeBean_14	(WingER_Upper_WeightTransfer)	Custom Wing 15 Upper Right	Wing << 15 .1	翅膀 << 15 .1	翅膀 << 15 .1														
CoffeeBean_14	(WingER_Middle_WeightTransfer)	Custom Wing 15 Middle Right	Wing << 15 .2	翅膀 << 15 .2	翅膀 << 15 .2														
CoffeeBean_14	(OutfitOuter_WeightTransfer)	Custom Outer 6	Outfit Outer 8	服装 外侧 8	服裝 外側 8														
CoffeeBean_14	(WingAL_WeightTransfer)	Custom Wing 11 Left	Wing >> 11	翅膀 >> 11	翅膀 >> 11														
CoffeeBean_14	(PalmarL_WeightTransfer)	Custom Hand Greeting 1 Left	Hand >> 3 .5	手 >> 3 .5	手 >> 3 .5														
CoffeeBean_14	(HeadWingAL_WeightTransfer)	Custom Ear Wing 4 Left	Ear Wing >> 4	翅膀耳朵 >> 4	翅膀耳朵 >> 4														
CoffeeBean_14	(BrowL_WeightTransfer)	Custom Brow 10 Left	Brow >> 10	眉毛 >> 10	眉毛 >> 10														
CoffeeBean_14	(BrowR_WeightTransfer)	Custom Brow 10 Right	Brow << 10	眉毛 << 10	眉毛 << 10														
CoffeeBean_14	(MustacheA_WeightTransfer)	Custom Facial Hair B 7	Facial Hair B 7	胡子 B 7	鬍子 B 7														
CoffeeBean_14	(TailC_WeightTransfer)	Custom Tail 21	Tail 21	尾巴 21	尾巴 21														
CoffeeBean_14	(FrameHair_BranchL_WeightTransfer)	Custom Hair Branch 4 Left	Hair Branch >> 4	头发 分叉 >> 4	頭髮 分叉 >> 4														
CoffeeBean_14	(HandL_Middle_WeightTransfer)	Custom Hand Middle Finger Left	Hand >> 3 .1	手 >> 3 .1	手 >> 3 .1														
CoffeeBean_14	(HandL_Thumb_WeightTransfer)	Custom Thumb Up Left	Hand >> 3 .2	手 >> 3 .2	手 >> 3 .2														
CoffeeBean_14	(NeckwearA_WeightTransfer)	Custom Neckwear A 7	Outfit Neckwear A 7	服装 颈部装饰 A 7	服裝 頸部裝飾 A 7														
CoffeeBean_14	(WingER_Lower_WeightTransfer)	Custom Wing 15 Lower Right	Wing << 15 .3	翅膀 << 15 .3	翅膀 << 15 .3														
CoffeeBean_14	(WingEL_Upper_WeightTransfer)	Custom Wing 15 Upper Left	Wing >> 15 .1	翅膀 >> 15 .1	翅膀 >> 15 .1														
CoffeeBean_14	(WingGL_Outter_WeightTransfer)	Custom Wing 17 Outer Left	Wing >> 17 .1	翅膀 >> 17 .1	翅膀 >> 17 .1														
CoffeeBean_14	(WingCL_Upper_WeightTransfer)	Custom Wing 13 Upper Left	Wing >> 13 .1	翅膀 >> 13 .1	翅膀 >> 13 .1														
CoffeeBean_14	(WingGR_Inner_WeightTransfer)	Custom Wing 17 Inner Right	Wing << 17 .2	翅膀 << 17 .2	翅膀 << 17 .2														
CoffeeBean_14	(WingCR_Upper_WeightTransfer)	Custom Wing 13 Upper Right	Wing << 13 .1	翅膀 << 13 .1	翅膀 << 13 .1														
CoffeeBean_14	(EarL_WeightTransfer)	Custom Ear 2 Left	Ear 2 >>	耳朵 2 >>	耳朵 2 >>														
CoffeeBean_14	(EarR_WeightTransfer)	Custom Ear 2 Right	Ear 2 <<	耳朵 2 <<	耳朵 2 <<														
CoffeeBean_14	(CapeBack_WeightTransfer)	Custom Cape Back 4	Cape Back 4	披风 后 4	披風 後 4														
CoffeeBean_14	(CapeFront_WeightTransfer)	Custom Cape Front 7	Cape Front 7	披风 前 7	披風 前 7														
CoffeeBean_14	(WingEL_Middle_WeightTransfer)	Custom Wing 15 Middle Left	Wing >> 15 .2	翅膀 >> 15 .2	翅膀 >> 15 .2														
CoffeeBean_14	(WingFR_Upper_WeightTransfer)	Custom Wing 16 Upper Right	Wing << 16 .1	翅膀 << 16 .1	翅膀 << 16 .1														
CoffeeBean_14	(AntennaR_WeightTransfer)	Custom Antenna 3 Right	Antenna << 3	触角 << 3	觸角 << 3														
CoffeeBean_14	(AnimalEarAR_WeightTransfer)	Custom Animal Ear 10 Right	Animal Ear << 10	兽耳 << 10	獸耳 << 10														
CoffeeBean_14	(WingDL_WeightTransfer)	Custom Wing 14 Left	Wing >> 14	翅膀 >> 14	翅膀 >> 14														
CoffeeBean_14	(AnimalEarCL_WeightTransfer)	Custom Animal Ear 12 Left	Animal Ear >> 12	兽耳 >> 12	獸耳 >> 12														
CoffeeBean_14	(WingGL_Inner_WeightTransfer)	Custom Wing 17 Inner Left	Wing >> 17 .2	翅膀 >> 17 .2	翅膀 >> 17 .2														
CoffeeBean_14	(Halo_WeightTransfer)	Custom Halo 7	Halo 7	光环 7	光環 7														
CoffeeBean_14	(FinR_WeightTransfer)	Custom Fin 2 Right	Fin << 2	鳍 << 2	鰭 << 2														
CoffeeBean_14	(HatB_WeightTransfer)	Custom Hat 10	Hat 10	帽子 10	帽子 10														
CoffeeBean_14	(AnimalEarAL_WeightTransfer)	Custom Animal Ear 10 Left	Animal Ear >> 10	兽耳 >> 10	獸耳 >> 10														
CoffeeBean_14	(TailB_WeightTransfer)	Custom Tail 20	Tail 20	尾巴 20	尾巴 20														
CoffeeBean_14	(HandL_Little_WeightTransfer)	Custom Hand Point Little Right	Hand >> 3 .3	手 >> 3 .3	手 >> 3 .3														
CoffeeBean_14	(HandL_Index_WeightTransfer)	Custom Hand Point Left	Hand >> 3 .4	手 >> 3 .4	手 >> 3 .4														
CoffeeBean_14	(FinL_WeightTransfer)	Custom Fin 2 Left	Fin >> 2	鳍 >> 2	鰭 >> 2														
CoffeeBean_14	(AntennaL_WeightTransfer)	Custom Antenna 3 Left	Antenna >> 3	触角 >> 3	觸角 >> 3														
CoffeeBean_14	(PonytailAR_WeightTransfer)	Custom Pigtail 25 Right	Hair Pigtail << 25	头发 马尾 << 25	頭髮 馬尾 << 25														
CoffeeBean_14	(OutfitInner_WeightTransfer)	Custom Inner 9	Outfit Inner 9	服装 里侧 9	服裝 內側 9														
CoffeeBean_14	(MustacheB_WeightTransfer)	Custom Facial Hair B 8	Facial Hair B 8	胡子 B 8	鬍子 B 8														
CoffeeBean_14	(PonytailB_WeightTransfer)	Custom Ponytail 16	Hair Ponytail 16	头发 单马尾 16	頭髮馬尾辮 16														
CoffeeBean_14	(HairBandA_WeightTransfer)	Custom Hairband A 3	Hairband A 3	发带 A 3	髮帶 A 3														
CoffeeBean_14	(HairBang_SideR_WeightTransfer)	Custom Hair Bang 13 Right	Hair Bang << 13	头发 刘海 << 13	頭髮 瀏海 << 13														
CoffeeBean_14	(EyepatchB_WeightTransfer)	Custom Eyepatch 8	Eyepatch 8	眼罩 8	眼罩 8														
CoffeeBean_14	(WingFL_Lower_WeightTransfer)	Custom Wing 16 Lower Left	Wing >> 16 .2	翅膀 >> 16 .2	翅膀 >> 16 .2														
CoffeeBean_14	(WingBL_WeightTransfer)	Custom Wing 12 Left	Wing >> 12	翅膀 >> 12	翅膀 >> 12														
CoffeeBean_14	(PonytailCL_WeightTransfer)	Custom Pigtail 26 Left	Hair Pigtail >> 26	头发 马尾 >> 26	頭髮 馬尾 >> 26														
CoffeeBean_14	(HairbandB_WeightTransfer)	Custom Hairband B 5	Hairband B 5	发带 B 5	髮帶 B 5														
CoffeeBean_14	(BeardA_WeightTransfer)	Custom Facial Hair A 9	Facial Hair A 9	胡子 A 9	鬍子 A 9														
CoffeeBean_14	(PonytailAL_WeightTransfer)	Custom Pigtail 25 Left	Hair Pigtail >> 25	头发 马尾 >> 25	頭髮 馬尾 >> 25														
CoffeeBean_14	(AnimalEarBR_WeightTransfer)	Custom Animal Ear 11 Right	Animal Ear << 11	兽耳 << 11	獸耳 << 11														
CoffeeBean_14	(EyelashR_WeightTransfer)	Custom Eye 4 Eyelash Right	Eye 4 | Eyelashes <<	眼睛 4 | 眼睛 睫毛 <<	眼睛 4 | 眼睛 睫毛 <<														
CoffeeBean_14	(GillR_WeightTransfer)	Custom Gill 2 Right	Gill << 2	腮 << 2	鰓 << 2														
CoffeeBean_14	(PiercingAL_WeightTransfer)	Custom Piercing A 6 Left	Piercing A >> 6	耳钉 A >> 6	耳釘 A >> 6														
CoffeeBean_14	(PiercingAR_WeightTransfer)	Custom Piercing A 6 Right	Piercing A << 6	耳钉 A << 6	耳釘 A << 6														
CoffeeBean_14	(WingFR_Lower_WeightTransfer)	Custom Wing 16 Lower Right	Wing << 16 .2	翅膀 << 16 .2	翅膀 << 16 .2														
CoffeeBean_14	(WingFL_Upper_WeightTransfer)	Custom Wing 16 Upper Left	Wing >> 16 .1	翅膀 >> 16 .1	翅膀 >> 16 .1														
CoffeeBean_14	(HairBandC_WeightTransfer)	Custom Hairband D 3	Hairband D 3	发带 D 3	髮帶 D 3														
CoffeeBean_14	(HornL_WeightTransfer)	Custom Horn 8 Left	Horn >> 8	角 >> 8	角 >> 8														
CoffeeBean_14	(HornR_WeightTransfer)	Custom Horn 8 Right	Horn << 8	角 << 8	角 << 8														
CoffeeBean_14	(EyelashL_WeightTransfer)	Custom Eye 4 Eyelash Left	Eye 4 | Eyelashes >>	眼睛 4 | 眼睛 睫毛 >>	眼睛 4 | 眼睛 睫毛 >>														
CoffeeBean_14	(GillL_WeightTransfer)	Custom Gill 2 Left	Gill >> 2	腮 >> 2	鰓 >> 2														
CoffeeBean_14	(HornFrontL_WeightTransfer)	Custom Horn Front 3 Left	Horn Front >> 3	角 前 >> 3	角 前 >> 3														
CoffeeBean_14	(HornFrontR_WeightTransfer)	Custom Horn Front 3 Right	Horn Front << 3	角 前 << 3	角 前 << 3														
CoffeeBean_15	(WingDR_WeightTransfer)	Custom Wing 14 Right	Wing << 14	翅膀 << 14	翅膀 << 14														
CoffeeBean_15	(FrameHair_BranchR_WeightTransfer)	Custom Hair Branch 4 Right	Hair Branch << 4	头发 分叉 << 4	頭髮 分叉 << 4														
CoffeeBean_15	(HeadWingAR_WeightTransfer)	Custom Ear Wing 4 Right	Ear Wing << 4	翅膀耳朵 << 4	翅膀耳朵 << 4														
CoffeeBean_15	(HornFrontM_WeightTransfer)	Custom Horn Front Mid 2	Horn Front >< 2	角 前 >< 2	角 前 >< 2														
CoffeeBean_15	(WingGR_Outter_WeightTransfer)	Custom Wing 17 Right	Wing << 17 .1	翅膀 << 17 .1	翅膀 << 17 .1														
CoffeeBean_15	(EyeDollarR_WeightTransfer)	Custom Eye 4 + 5 Money Emote Right	Eye Dollar << 4 + 5	眼睛 钱 << 4 + 5	眼睛 錢 << 4 + 5														
CoffeeBean_15	(EyeHeartL_WeightTransfer)	Custom Eye 4 + 5 Heart Luv Emote Left	Eye Heart >> 4 + 5	眼睛 爱心 >> 4 + 5	眼睛 愛心 >> 4 + 5														
CoffeeBean_15	(EyeHeartR_WeightTransfer)	Custom Eye 4 + 5 Heart Luv Emote Right	Eye Heart << 4 + 5	眼睛 爱心 << 4 + 5	眼睛 愛心 << 4 + 5														
CoffeeBean_15	(EyeHighlightCryL_WeightTransfer)	Custom Eye 4 + 5 Cry Left																	
CoffeeBean_15	(EyeHighlightCryR_WeightTransfer)	Custom Eye 4 + 5 Cry Right																	
CoffeeBean_15	(EyeL_WeightTransfer)	Custom Eye Left	Eye >> 4 + 5	眼睛 >> 4 + 5	眼睛 >> 4 + 5														
CoffeeBean_15	(EyeR_WeightTransfer)	Custom Eye Right	Eye << 4 + 5	眼睛 << 4 + 5	眼睛 << 4 + 5														
CoffeeBean_15	(EyeSparklingL_WeightTransfer)	Custom Eye 4 + 5 Sparkle Left	Eye Sparkling >> 4 + 5	眼睛 星星 >> 4 + 5	眼睛 星星 >> 4 + 5														
CoffeeBean_15	(EyeSparklingR_WeightTransfer)	Custom Eye 4 + 5 Sparkle Right	Eye Sparkling << 4 + 5	眼睛 星星 << 4 + 5	眼睛 星星 << 4 + 5														
CoffeeBean_15	(EyeSpiralL_WeightTransfer)	Custom Eye 4 + 5 Dizzy Left	Eye Spiral >> 4 + 5	眼睛 圈圈 >> 4 + 5	眼睛 圈圈 >> 4 + 5														
CoffeeBean_15	(EyeSpiralR_WeightTransfer)	Custom Eye 4 + 5 Dizzy Right	Eye Spiral << 4 + 5	眼睛 圈圈 << 4 + 5	眼睛 圈圈 << 4 + 5														
CoffeeBean_15	(AnimalEarCR_WeightTransfer)	Custom Animal Ear 12 Right	Animal Ear << 12	兽耳 << 12	獸耳 << 12														
CoffeeBean_15	(WingAR_WeightTransfer)	Custom Wing 11 Right	Wing << 11	翅膀 << 11	翅膀 << 11														
CoffeeBean_15	(PonytailCR_WeightTransfer)	Custom Pigtail 26 Right	Hair Pigtail << 26	头发 马尾 << 26	頭髮 馬尾 << 26														
CoffeeBean_15	(PiercingBL_WeightTransfer)	Custom Piercing B 6 Left	Piercing B >> 6	耳钉 B >> 6	耳釘 B >> 6														
CoffeeBean_15	(PiercingBR_WeightTransfer)	Custom Piercing B 6 Right	Piercing B << 6	耳钉 B << 6	耳釘 B << 6														
CoffeeBean_15	(HandL_WeightTransfer)	Custom Hand Base Left	Hand >> 3	手 >> 3	手 >> 3														
CoffeeBean_15	(HandR_Index_WeightTransfer)	Custom Hand Point Right	Hand << 3 .4	手 << 3 .4	手 << 3 .4														
CoffeeBean_15	(HandR_Little_WeightTransfer)	Custom Hand Point Little Right	Hand << 3 .3	手 << 3 .3	手 << 3 .3														
CoffeeBean_15	(HandR_Middle_WeightTransfer)	Custom Hand Middle Finger Right	Hand << 3 .1	手 << 3 .1	手 << 3 .1														
CoffeeBean_15	(HandR_Thumb_WeightTransfer)	Custom Thumb Up Right	Hand << 3 .2	手 << 3 .2	手 << 3 .2														
CoffeeBean_15	(HandR_WeightTransfer)	Custom Hand Base Right	Hand << 3	手 << 3	手 << 3														
CoffeeBean_15	(PalmarR_WeightTransfer)	Custom Hand Greeting 1 Right	Hand << 3 .5	手 << 3 .5	手 << 3 .5														
CoffeeBean_15	(WingCL_Lower_WeightTransfer)	Custom Wing 13 Left	Wing >> 13	翅膀 >> 13	翅膀 >> 13														
CoffeeBean_15	(WingCR_Lower_WeightTransfer)	Custom Wing 13 Right	Wing << 13	翅膀 << 13	翅膀 << 13														
CoffeeBean_15	(WingBR_WeightTransfer)	Custom Wing 12 Right	Wing << 12	翅膀 << 12	翅膀 << 12														
CoffeeBean_15	(EyeDollarL_WeightTransfer)	Custom Eye 4 + 5 Money Emote Left	Eye Dollar >> 4 + 5	眼睛 钱 >> 4 + 5	眼睛 錢 >> 4 + 5														
CoffeeBean_2	(ClownWig)	Clown Emote Wig	Clown 1	小丑 1	小丑 1														
CoffeeBean_6	(FireA1)	Fire 	Fire	烧	火														
